,0,1,2
10,/empleos/practicante-legal-1113537384.html?indiceAviso=10,"PRACTICANTE LEGAL , en Confidencial - agosto 2019 - bumeran.com.pe"," Estamos en búsqueda de:un PRACTICANTE PARA EL AREA LEGAL Principales Funciones:1. Apoyo a tramites ante: municipalidades, registros públicos, notarias, INDECOPI  y otras entidades.2. Redacción de documentos yescritos simples 3. Mantener el archivo del área legal en orden4. Realizar gestiones legales dentro y fuera de la empresa5. Revision de Normas necesarias para el rubro de la empresa   Requisitos:- Nivel de estudio universitarios  en la carrera de Derecho - Conocimientos básicos en Microsotf Office- Nivel intermnedio de Ingles         El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
11,/empleos/practicante-profesional-leasing-total-s.a-1113528293.html?indiceAviso=11,"PRACTICANTE PROFESIONAL, en LEASING TOTAL S.A - agosto 2019 - bumeran.com.pe"," Funciones: - Metodizar estados financieros- Realizar pre-evaluaciones económico-financieras de los clientes en cartera.- Interpretar y analizar los estados financieros- Analizar los ratios financieros. Requisitos- Sólo recien egresados de la carrera de Economía, Finanzas o afines (NO estudiantes)- Excel a nivel intermedio Beneficios- Convenio de prácticas profesionales con todos los beneficios por ley- Línea de carrera - Horario de trabajo de L - V 8:00 - 18:00 hrs      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
12,/empleos/practicante-visual-estilos-srl-1113525546.html?indiceAviso=12,"Practicante Visual , en ESTILOS SRL - agosto 2019 - bumeran.com.pe"," Empresa peruana líder en el rubro Retail, requiere incorporar a su equipo a los mejores talentos para cubrir la posición de “Practicante Visual”.   Requisitos: -Egresado de Arquitectura o diseño de Interiores.- Conocimientos de diseño y ensanblaje de muebles, manejo de autocad / 3 d   BENEFICIOS:- Pertenecer a una sólida organización con más de 30 años en el mercado.- Ingreso a planilla desde el primer día de trabajo, con todos los beneficios sociales. - Buen ambiente labora     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
13,/empleos/practicante-contabilidad-san-jose-de-challahuayo-1113576839.html?indiceAviso=13,"practicante contabilidad , en san jose de challahuayo - septiembre 2019 - bumeran.com.pe"," empresa dedicada al rubro de la construccion y contabilidad, requiere de una persona egresada o que este cursando el ultimo año de contabilidad (universidad o instituto) que desee hacer practicas profesionales o pre profesionales, sueldo 200 soles al mes + 60 soles para pasajes. horario : 10 a 3 pm. (medio tiempo)funciones: llevar agenda profesional, asistir contablemente, declarar a la sunat, etcel trabajo es en oficina, buen ambiente laboral edad para postular 19 a 30 años      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
14,/empleos/practicante-comercial-supermercados-peruanos-s.a.-1113561539.html?indiceAviso=14,"Practicante Comercial, en Supermercados Peruanos S.A. - septiembre 2019 - bumeran.com.pe"," Supermercados Peruanos, empresa que fomenta y respeta, en sus procesos de reclutamiento y selección, la igualdad de género, la inclusión y la diversidad, perteneciente al grupo Intercorp, líder en el rubro retail y tercer puesto en el Great Place to Work, se encuentra en búsqueda del mejor talento profesional para asumir el reto de: PRACTICANTE COMERCIAL Funciones principales: *  Apoyar en la administración de las herramientas de gestión, así como el mantenimiento de la data relevante para la gestión de la categoría.*  Brindar soporte en la negociación con proveedores.*  Realizar el análisis de información comparativa entre producto, ventas y comportamiento del mercado.*  Elaborar los formatos de cambios de precios, promociones, entre otros.*  Realizar otras funciones asignadas por el jefe inmediato.  Requisitos: *  Estudiante de Administración o Ingeniería Industrial desde el 7mo,8vo semestre o 9no semestre (año de egreso sea el 2020). *  Experiencia mínima de 3 meses como Practicante (necesario).*  Manejo de Excel a nivel Intermedio-Avanzado.* Manejo de inglés a nivel básico. Beneficios: *  Subvención económica, de acuerdo a ley.*  Seguro médico de practicante.*  Incorporarse al segundo empleador más grande del país, mediante contrato indeterminado.*  Beneficios corporativos especiales.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
15,/empleos/practicante-compras-1113558055.html?indiceAviso=15,"Practicante Compras, en Confidencial - septiembre 2019 - bumeran.com.pe","  Importante Empresa del rubro de alimentos, con un excelente clima laboral  se encuentra en búsqueda de un practicante egresado de la carrera de Ing.  Industrial, Administración  o carreras a fines Perfil: Egresado (a) y/o Bachiller de la carrera de  Administración, Ingeniera Industrial Conocimiento a nivel intermedio de Excel. ActividadesControl y  seguimiento a los pagos de facturas de nuestros proveedores.Apoyo en el ingreso de facturas.Apoyo en labores administrativas.Generar reporte de requerimientos pendientes de atención  Beneficios:Subvención Económica mensual: S/930.00Seguro Médico  particular      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
16,/empleos/practicante-comercial-interseguro-compania-de-seguros-s.a.-1113573806.html?indiceAviso=16,"Practicante Comercial , en Interseguro Compañía de Seguros S.A. - septiembre 2019 - bumeran.com.pe"," Somos la Compañía de Seguros del Grupo Intercorp, líder en Rentas Vitalicias, nuestra principal línea de negocio, y con un crecimiento sostenido en nuestras otras líneas. Nuestro claro enfoque y sólida estrategia de inversión nos han llevado a obtener consistentemente la rentabilidad más alta del sistema asegurador peruano. Además, lo más importante para nosotros son nuestros colaboradores, por lo cual desarrollamos activamente iniciativas que promuevan el buen clima laboral. Como consecuencia de ello, el último año, hemos sido calificados como una de las mejores compañías “Great Place to Work” a nivel de Perú y Latinoamérica. Nos encontramos en búsqueda de unx Practicante Comercial, quien cumpla con el siguiente perfil: Requisitos:Estudiantes de la carrera de Administración, Ingeniería Industrial o Afines.De preferencia con seis meses de experiencia en prácticas preprofesionales (No indispensable) Con manejo de herramientas office nivel intermedio y Excel avanzado. Funciones: Generación reporte de Producción del canal.Control y revisión de Ratios de Renovación.Estadísticas del canal.Seguimiento a temas operativos y legales propios del canal.Seguimiento a canales (problemas en las ventas, reclamos, etc).Actualización de manuales y políticas.Actividades de Integración.Control de Vacaciones.Asignación y registro de Facturas   Beneficios:Capacitación constante.Excelente clima laboral para trabajar.Diversas actividades de salud y bienestar a favor del colaborador.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
17,/empleos/practicante-comercial-talma-servicios-aeroportuarios-1113564597.html?indiceAviso=17,"Practicante Comercial, en Talma Servicios Aeroportuarios - septiembre 2019 - bumeran.com.pe"," Talma, empresa líder en servicios aeroportuarios, con presencia en Perú, México, Ecuador y Colombia, se encuentra en la búsqueda de 01 PRACTICANTE PROFESIONAL DE COMERCIAL.FUNCIONES:Apoyar en el control de pagos de servicios charters y nuevos servicios. Apoyar en la elaboración de estadísticas del área Comercial de Aeropuerto. Apoyar en el control de vencimiento y obligaciones de los contratos. ·         Cargar los contratos firmados en la plataforma. SE OFRECE:Sueldo de S/. 1200 por convenio de prácticasCobertura de alimentación al 100%Seguro FOLAPertenecer a un gran equipo de trabajoBuen clima laboral. REQUISITOS: Egresados de la carrera de Ing. Industrial, Finanzas, Administración o carreras afines.Inglés intermedio.Office nivel Avanzado.“Cabe informar que el postulante afirma su consentimiento y autorización del uso de sus datos personales expuestos en su CV, dentro del marco de la Ley de Protección de Datos Personales N° 29733, para fines únicamente de postulación con la organización, este registro se deriva al área de RRHH y se conservará durante un plazo máximo de 6 meses, posterior al proceso de selección”. “De acuerdo a la ley N° 29973, reglamento N° 107-2015-MIMP y normas complementarias, se reciben también postulaciones de personas con discapacidad, debidamente acreditadas y certificadas, a fin de ser evaluadas según la descripción del puesto. “     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
18,/empleos/practicante-actuarial-la-positiva-seguros-1113578211.html?indiceAviso=18,"Practicante Actuarial, en La Positiva Seguros - septiembre 2019 - bumeran.com.pe"," Somos La Positiva Vida, una empresa en constante desarrollo e innovación y la mejor opción para satisfacer las necesidades de protección de nuestros clientes.Te invitamos a formar parte de nuestro equipo con la posición de Practicante Actuarial Principales Funciones:Actualización de indicadores de gestión del áreaApoyo en la revisión y análisis de bases de datosApoyo en la ejecución de tareas que presentan cierto nivel de recurrenciaApoyo en desarrollo y/o ajustes de Modelos ActuarialesParticipar en la revisión de calidad de datos utilizados para el cálculo de Reservas TécnicasApoyar en la preparación de información requerida por la SBS, Auditores externos y Empresas clasificadoras de Riesgo Requisitos:Estudiante Universitario de 7mo a 10mo ciclo en Ingeniería Económica, Ingeniería Industrial, Matemática, Estadística o Economía.Manejo de Excel a nivel intermedio Competencias:Capacidad de análisisOrientación al clienteComunicaciónTrabajo en equipo      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
19,/empleos/practicante-comercial-tupemesa-1113576586.html?indiceAviso=19,"PRACTICANTE COMERCIAL, en Tupemesa - septiembre 2019 - bumeran.com.pe","  TUPEMESA, empresa fabricante de productos y soluciones de acero, se encuentra en la búsqueda del mejor talento para ocupar la posición de: PRACTICANTE COMERCIAL. FUNCIONESRegistro de información de seguimiento de ventas.Análisis de datos relacionados a los productos del área.Apoyo en la elaboración de proyecciones de ventas.Manejo de base de datos.Apoyo en la elaboración de propuesta de mejora.Apoyar en la presentación de reportes a gerencia comercial.Coordinar con demás áreas involucradas en el proceso comercial. REQUISITOSCarrera de Ingeniería Industrial, Administración de Empresas, Ing. Empresarial y/o afines.Manejo de Excel y Power Point.Conocimiento de proceso de Supply Chain y planeamiento.Experiencia de 6 meses en posiciones similares.Deseable en labores de gestion administrativa, contacto con fuerza de ventas o funciones similaresDisponibilidad para laborar en Lurin.  BENEFICIOSSubvención económica mensual.Seguro FOLA.Bus de acercamiento.Alimentación subvencionada al 100%       El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
20,/empleos/practicante-sap-deloitte-&-touche-srl-1113556167.html?indiceAviso=20,"Practicante SAP, en Deloitte & Touche SRL - septiembre 2019 - bumeran.com.pe"," Somos una Firma Líder con presencia en el Perú desde hace más de 80 años, ofrecemos servicios profesionales de Consultoría, Outsourcing, Auditoria, Asesoría Financiera, Asesoría Tributaria y Legal. Nos encontramos en búsqueda de un Practicante SAP.    Funciones: ·       Elaboración de informes y apoyo al área en lo requerido.·       Apoyo en servicios de consultoría SAP e implementación.·       Administración de plataformas y herramientas.·       Deseable manejo de SAP.   Requisitos:·       Estudiante de 8vo ciclo en delante de la carrera de Ingeniería de Sistemas.·       Requerido Inglés Intermedio.·       Deseable experiencia previa en posiciones similares de IT & Process.  Beneficios: Se ofrece la posibilidad de integrarse a una sólida Firma trasnacional reconocida por brindar oportunidades de aprendizaje continuo, oportunidades de crecimiento y la experiencia de integrar equipos multidisciplinarios altamente reconocidos en el medio.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
21,/empleos/practicante-profesional-1113551389.html?indiceAviso=21,"Practicante Profesional , en Confidencial - septiembre 2019 - bumeran.com.pe"," Como parte de nuestro plan de crecimiento nos encontramos en la búsqueda de los mejores talentos para ocupar la posición de: PRACTICANTE PROFESIONAL. Requisitos:·         Egresado o Bachiller de Ing. Industrial, Administración, Contabilidad, Sistemas, afines.·         Conocimiento en indicadores y costos agrícolas. ·         Microsoft Excel, nivel intermedio-avanzado.                 ·         Conocimiento en SAP, deseable.                                 ·         Disponibilidad para laborar en San Jacinto (Aprox. a 50 min. de la ciudad de Chimbote). Jornada laboral de lunes a sábado medio día.                                                                                                                                                                Funciones:·         Apoyar en la validación de servicios de diversas áreas. ·         Apoyar en el levantamiento de información de campo.·         Consolidar requerimientos de materiales de diversas áreas.·         Apoyar en la planificación de costos-Campo.·         Apoyar en la Validación de la distribución a centros de costos.                                    ·         Realizar cualquier otra actividad asignada por el jefe inmediato.  Beneficios:·         Subvención económica 1030 (sin descuentos) ·         Oportunidad de crecimiento.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
22,/empleos/practicante-contable-1113546464.html?indiceAviso=22,"Practicante Contable, en Confidencial - septiembre 2019 - bumeran.com.pe", Importante empresa deportiva de Arequipa necesita cubrir la plaza de Practicante ContableFunciones:Mantener actualizado los diversos archivos de control y de análisis de ingresos y egresos que sean de competencia del área contable.Analizar las Cuentas de Resultados (Ingresos y Gastos).Emisión de los Reportes Informativos de fin de mes referidos a otros ingresos y gastos de la organización.Registro y seguimiento en la cobranzas de las facturasValidar la razonabilidad de todas las operaciones de gastosRegistro y actualización del rubro de existenciasMantener actualizado el registro de los ingresos bancarios de la organización.Y otras funciones que sean asignadasRequisitosEstudiante de los últimos ciclos de la facultad de contabilidad o Egresado.Contar con experiencia mínima de 6 meses en funciones similares.Capacidad AnalíticaSólidos conocimientos en Contabilidad.Dominio de Ms Office a nivel avanzado (Excel y fórmulas avanzadas)     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    
23,/empleos/practicante-legal-sgs-del-peru-1113531873.html?indiceAviso=23,"Practicante Legal, en SGS del Perú - agosto 2019 - bumeran.com.pe","  SGS es líder mundial en inspección, verificación, análisis y certificación. Está considerada como principal referente mundial en calidad e integridad, contamos con más de 97.000 colaboradores y con una red de más de 2.600 oficinas y laboratorios alrededor de todo el mundo.Actualmente nos encontramos en búsqueda de un Practicante Legal. Requisitos:  ·Estudiante entre 7mo y 12vo ciclo de la carrera de Derecho.·Conocimientos en licitación y códigos legales.·Ingles intermedio. Funciones:·Apoyar en la gestión de licitaciones.·Revisión de documentos legales.·Preparar y revisar los expedientes para contrataciones públicas y privadas.·Revisión de las normas aplicables a la Compañía.·Apoyo en el seguimiento del cumplimiento de las políticas de la Empresa.· Apoyo en el archivo de los documentos del Área.  Competencias:ProactivoComunicaciónOrientado a resultadosOrientado a detalles      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
24,/empleos/practicante-comercial-nexa-resources-1113526233.html?indiceAviso=24,"Practicante Comercial, en Nexa Resources - agosto 2019 - bumeran.com.pe"," Somos una empresa minera global, que vela por el Coraje, el Entusiasmo y la Inteligencia en nuestras relaciones. Valoramos a las personas y creemos en el poder de la Diversidad e Inclusión. ¡Construye tu futuro con nosotros!  Nos encontramos en búsqueda de PRACTICANTE COMERCIAL para el área de Concentrados.Requisitos: Carrera de Ingeniería Industrial/Administración de Empresas y afines.Inglés fluente.Conocimiento de SAP R3 (diferencial)Conocimiento profesional en Excel y Power Point-Necesario.Conocimiento de proceso de Supply Chain y planeamiento.Desafíos y responsabilidades:  Actuar de forma activa en la prevención de condiciones inseguras dentro y fuera de la oficina.Analizar y preparar el forecast de demanda y oferta de concentrados.Validar programa semanal despachos.Seguimiento de pedidos en tránsito.Gestión de stocks.Creación de indicadores de performance.Reporte semanal      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
25,/empleos/practicante-comercial-1113564423.html?indiceAviso=25,"Practicante Comercial, en Confidencial - septiembre 2019 - bumeran.com.pe","  Importante empresa  Trasnacional,  Requiere incorporar a su Staff, un: PRACTICANTE  COMERCIAL  Funciones:  ü  Soporte a los puntos de venta (Canal Moderno).ü  Coordinación permanente con tiendas.ü  Brindar   soporte administrativo y operacional a las labores del área.ü  Administrar  datos que agreguen valor a la gestión de asistencia a  las tiendas /canal moderno.ü  Analizar los reportes de venta a fin de generar valor agregado al área. ü  Asistencia con materiales para capacitaciones.ü  Soporte en el desarrollo del canal E-commerce.ü  Otras Coordinaciones y análisis requeridas por la operación. Formación  Académica : ü  Cursando Carrera Universitaria. Marketing, Ingeniería Industrial, Ingeniería comercial, administración o similar, a partir del octavo ciclo.ü  Indispensable manejo avanzado de  Excel.ü  Deseable Experiencia previa en ventas, marketing o desarrollo comercial.ü  Inglés nivel avanzado Competencias:ü  Capacidad de planeamiento y organizaciónü  Comunicación Efectiva.ü  Habilidad para realizar presentaciones.ü  Habilidad demostrada para manejar diferentes tareas simultáneamente.ü  Auto-motivación  para conseguir objetivos y finalizar tareas. Beneficios :ü  Pertenecer a una importante empresa transnacional.ü  Oportunidad de hacer Línea de carrera.ü  Capacitación permanente.ü  Buen ambiente de trabajo.         El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
26,/empleos/solicito-practicante-de-marketing-sdimecs-eirl-1113576528.html?indiceAviso=26,"SOLICITO PRACTICANTE DE MARKETING, en Sdimec¨s EIRL - septiembre 2019 - bumeran.com.pe", EMPRESA SOLICITA PRACTICANTE DE MARKETING MEDIO TIEMPO     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    
27,/empleos/practicante-marketing-digital-market-san-carlos-1113529846.html?indiceAviso=27,"Practicante Marketing Digital, en Market San Carlos - agosto 2019 - bumeran.com.pe", Practicante de Marketing Digital Soporte en creación de contenido.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    
28,/empleos/practicas-profesionales-piura-grupo-stiven-1113542024.html?indiceAviso=28,"PRACTICAS PROFESIONALES - PIURA, en GRUPO STIVEN - septiembre 2019 - bumeran.com.pe"," PRACTICANTES EN PIURA.PRACTICANTE-PREPROFESIONALES de las siguientes carreras profesionales o técnicas Civil, Arquitectura, topografía, dibujo, cadista, computación, obras.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
29,/empleos/practicante-profesional-de-legal-1113038483.html?indiceAviso=29,"PRACTICANTE PROFESIONAL DE LEGAL, en Confidencial - agosto 2019 - bumeran.com.pe"," Empresa líder, se encuentra en la búsqueda de un PRACTICANTE PROFESIONAL DE LEGAL.  Requisitos:Practicas profesionales en el área corporativa.Conocimiento de Excel, contratos y legislación laboral.Conocimiento del idioma inglés. Beneficios:Seguro de PracticantesSubvención acorde al mercado.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
30,/empleos/practicante-profesional-de-legal-1113038483.html?indiceAviso=29,"PRACTICANTE PROFESIONAL DE LEGAL, en Confidencial - agosto 2019 - bumeran.com.pe"," Empresa líder, se encuentra en la búsqueda de un PRACTICANTE PROFESIONAL DE LEGAL.  Requisitos:Practicas profesionales en el área corporativa.Conocimiento de Excel, contratos y legislación laboral.Conocimiento del idioma inglés. Beneficios:Seguro de PracticantesSubvención acorde al mercado.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    "
31,/empleos/practicante-de-contabilidad-conversia-corporate-broker-dealers-s.a.c-1113565464.html?indiceAviso=0,"PRACTICANTE DE CONTABILIDAD, en CONVERSIA CORPORATE BROKER-DEALERS S.A.C - septiembre 2019 - bumeran.com.pe", Practicante de contabilidad que este cursando los dos ultimos ciclos de universidad. Con o sin experencia.     El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    
32,/empleos/practicantes-de-carreras-tecnicas--grupo-stiven-1113534097.html?indiceAviso=1,"PRACTICANTES DE CARRERAS TECNICAS-, en GRUPO STIVEN - agosto 2019 - bumeran.com.pe", SE REQUIEREN PRACTICANTES DE LAS SIGUENTES CARRERAS TECNICAS:DIBUJO- CADISTA- ARQUITECTURA - CIVIL- COMPUTACION - TOPOGRAFIA -      El contenido de este aviso es de propiedad del anunciante. Los requisitos de la posición son definidos y administrados por el anunciante sin que Bumeran sea responsable por ello.    
